rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
381,EPIC 205463986.01,EPIC 205463986,,,EPIC 205463986,EPIC 205463986.01,,,TIC 410987459,Gaia DR2 6249270053834216064,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.3240489,,33.4,2.98,,,,,,,,,,,,,,,2456895.914,BJD,0,0.79,15.4,4.04,,0.4699,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5107,0.78,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h06m06.61s,241.5275444,-17d25m02.43s,-17.417342,25.1081,355.23271,3.38257,242.89185,16.1693756,-15.7509,-3.65484,223.184,4.45352,12.144,11.134,9.61,9.172,9.072,,,,,,8.985,9.021,8.883,8.187,11.0074,,10.4648,10.919,12/5/2015,2016-01,12/5/2015,0,2,1,0,0,0,0,0
382,EPIC 205470347.01,EPIC 205470347,,,EPIC 205470347,EPIC 205470347.01,,,TIC 52394838,Gaia DR2 6249411203638655232,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.86732,,0.648,0.058,,,,,,,,,,,,,,,2456895.439,BJD,0,,0.00794,1.656,7.4,0.00857,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.69,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h11m41.67s,242.9236052,-17d22m33.65s,-17.3760132,24.14598,356.2474,3.67058,244.19567,84.7619148,51.4673,67.3476,103.821,9.60339,12.648,11.376,9.932,9.442,9.337,,,,,,9.274,9.332,9.204001,7.979,11.3433,,10.7557,11.33,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
383,EPIC 205483055.01,EPIC 205483055,,,EPIC 205483055,EPIC 205483055.01,,,TIC 398378460,Gaia DR2 4324181908365942656,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,22.9735,,2.61,0.233,,,,,,,,,,,,,,,2456896.816,BJD,0,,0.0541,3.384,46.7,0.0224,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.07,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m36.35s,249.4014625,-17d17m31.76s,-17.2921568,19.44836,0.58062,4.74958,250.30132,70.9839552,-69.4997,-14.44,289.569,3.42495,14.316,13.629,11.23,10.752,10.649,,,,,,10.549,10.567,10.782,8.182,12.9702,,12.2812,12.933,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
384,EPIC 205483258.01,EPIC 205483258,,,EPIC 205483258,EPIC 205483258.01,,,TIC 413551134,Gaia DR2 4324709330348851968,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,0,0,Transit,2017,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,5.6683,,,,,,,,,,,,,,,,,,2456890.423,BJD,0,,6.49,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3521,0.96,0.47,,,-0.897,4.15,,0.7594,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m24.53s,245.8522044,-17d17m27.54s,-17.2909833,22.08362,358.3017,4.23613,246.9413,28.8588254,-13.4175,-25.55,128.81,7.73513,16.213,14.953,10.605,9.851,9.652,,,,,,9.551,9.395001,9.185,8.745,13.447,,12.3576,13.724,12/14/2017,2017-12,12/14/2017,0,2,1,0,0,0,0,0
385,EPIC 205489894.01,EPIC 205489894,,,EPIC 205489894,EPIC 205489894.01,,,TIC 413941417,Gaia DR2 4324010075312779520,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.65835,,1.12,0.1,,,,,,,,,,,,,,,2456907.076,BJD,0,,0.1029,1.548,66.3,0.0303,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.34,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927,20.91533,359.39666,4.52413,248.46885,104.2197863,103.254,-14.1554,45.7725,21.8185,14.645,13.242,9.785,9.148,8.965,,,,,,8.815,8.739,8.645001,8.058,12.276,,11.173,12.337,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
386,EPIC 205489894.01,EPIC 205489894,,,EPIC 205489894,EPIC 205489894.01,,,TIC 413941417,Gaia DR2 4324010075312779520,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.658196,,1.6,0.143,,,,,,,,,,,,,,,2456907.075,BJD,0,0.55,0.106,1.59,,0.03059,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3610,0.45,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927,20.91533,359.39666,4.52413,248.46885,104.2197863,103.254,-14.1554,45.7725,21.8185,14.645,13.242,9.785,9.148,8.965,,,,,,8.815,8.739,8.645001,8.058,12.276,,11.173,12.337,12/5/2015,2016-01,12/5/2015,0,2,1,0,0,0,0,0
387,EPIC 205503762.01,EPIC 205503762,,,EPIC 205503762,EPIC 205503762.01,,,TIC 52482964,Gaia DR2 6249441886884761600,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.4349,,2.47,0.22,,,,,,,,,,,,,,,2456899.81,BJD,0,,0.0263,4.344,9.9,0.0152,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.49,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m24.26s,243.351091,-17d09m18.70s,-17.1551958,23.98606,356.72457,3.96132,244.55824,20.0604196,-4.22106,-19.6113,381.071,2.59885,13.656,12.743,11.104,10.745,10.653,,,,,,10.548,10.604,10.581,8.952,12.5001,,11.9212,12.489,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
388,EPIC 205530323.01,EPIC 205530323,,,EPIC 205530323,EPIC 205530323.01,,,TIC 414150513,Gaia DR2 4324358414340752128,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.27065,,7.6,0.68,,,,,,,,,,,,,,,2456894.586,BJD,0,,0.22,1.392,21.7,0.0453,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.5,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206,20.52114,0.1084,4.90189,249.14632,291.9343494,-195.985,-216.369,49.5536,20.1519,,17,12.269,11.76,11.447,,,,,,,,,,15.4082,,14.011,14.401,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
389,EPIC 205530323.02,EPIC 205530323,,,EPIC 205530323,EPIC 205530323.02,,,TIC 414150513,Gaia DR2 4324358414340752128,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.64309,,8,0.7,,,,,,,,,,,,,,,2456900.516,BJD,0,,0.236,1.296,39,0.0479,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.5,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206,20.52114,0.1084,4.90189,249.14632,291.9343494,-195.985,-216.369,49.5536,20.1519,,17,12.269,11.76,11.447,,,,,,,,,,15.4082,,14.011,14.401,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
390,EPIC 205570849.01,EPIC 205570849,,,EPIC 205570849,EPIC 205570849.01,,,TIC 52897584,Gaia DR2 4327969790344514176,1,CANDIDATE,Crossfield et al. 2016,1,0,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,16.858,,5.6,0.5,,,,,,,,,,,,,,,2456894.672,BJD,0,,,2.0592,,0.047,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5957,1.07,,,,,4.35,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h19m27.25s,244.8635344,-16d41m21.16s,-16.6892105,23.19449,358.14071,4.67223,245.90573,26.8341728,23.15,-13.5702,314.232,3.15437,13.073,12.431,10.829,10.502,10.414,,,,,,10.357,10.379,10.06,8.195,12.118,,11.6024,12.122,7/18/2016,2016-09,7/18/2016,0,2,1,0,0,0,0,0
391,EPIC 205618538.01,EPIC 205618538,,,EPIC 205618538,EPIC 205618538.01,,,TIC 52897229,Gaia DR2 4328017176720926592,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.167697,,12.14,1.083,,,,,,,,,,,,,,,2456894.518,BJD,0,,0.2228,4.8744,3.46,0.04472,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,2.49,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h19m20.04s,244.8335028,-16d20m13.91s,-16.3371967,23.44377,358.41317,5.01425,245.81731,8.0301697,-7.98307,0.868458,715.205,1.37205,13.368,12.612,11.12,10.829,10.742,,,,,,10.68,10.706,10.756,8.903,12.3894,,11.8735,12.397,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
392,EPIC 205632508.01,EPIC 205632508,,,EPIC 205632508,EPIC 205632508.01,,,TIC 414334923,Gaia DR2 4324501209114225408,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.2299,,1.96,0.175,,,,,,,,,,,,,,,2456912.233,BJD,0,,0.0922,2.568,51,0.0293,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.61,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m27.38s,249.1140807,-16d13m44.15s,-16.2289316,20.31949,1.29183,5.76318,249.87671,48.2214512,-48.0426,4.14933,143.287,6.95038,15.119,13.86,11.239,10.603,10.454,,,,,,10.363,10.404,10.376,8.895001,13.2905,,12.4936,13.337,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
393,EPIC 205652650.01,EPIC 205652650,,,EPIC 205652650,EPIC 205652650.01,,,TIC 52901037,Gaia DR2 4328029202629171456,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.07152,,3.2,0.29,,,,,,,,,,,,,,,2456898.142,BJD,0,,0.216,2.04,8.8,0.068,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.43,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m13.20s,245.0549931,-16d04m08.54s,-16.0690381,23.45359,358.7861,5.31452,245.98225,37.9832194,-37.6195,-5.24387,129.055,7.72078,17.247,15.675,12.025,11.341,11.133,,,,,,10.974,10.912,10.895,8.766,14.5914,,13.4718,14.668,9/5/2019,2019-09,9/5/2019,0,2,1,0,0,0,0,0
394,EPIC 205703094.01,EPIC 205703094,,,EPIC 205703094,EPIC 205703094.01,,,TIC 413931133,Gaia DR2 4325477369281250944,1,CANDIDATE,Crossfield et al. 2016,1,0,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.1191,,57,5.1,,,,,,,,,,,,,,,2456895.817,BJD,0,,,2.904,,0.45,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6040,1.2,,,,,4.32,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547,22.02036,0.64872,6.0857,248.09277,6.8210318,-6.51442,-2.02208,547.751,,13.373,12.53,10.79,10.517,10.361,,,,,,10.259,10.24,10.361,8.898,12.2798,,11.7041,12.514,7/18/2016,2016-09,7/18/2016,0,2,1,0,0,0,0,0
395,EPIC 205703094.02,EPIC 205703094,,,EPIC 205703094,EPIC 205703094.02,,,TIC 413931133,Gaia DR2 4325477369281250944,1,CANDIDATE,Crossfield et al. 2016,1,0,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,16.235,,11,1,,,,,,,,,,,,,,,2456899.889,BJD,0,,,5.904,,0.086,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6040,1.2,,,,,4.32,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547,22.02036,0.64872,6.0857,248.09277,6.8210318,-6.51442,-2.02208,547.751,,13.373,12.53,10.79,10.517,10.361,,,,,,10.259,10.24,10.361,8.898,12.2798,,11.7041,12.514,7/18/2016,2016-09,7/18/2016,0,2,1,0,0,0,0,0
396,EPIC 205703094.03,EPIC 205703094,,,EPIC 205703094,EPIC 205703094.03,,,TIC 413931133,Gaia DR2 4325477369281250944,1,FALSE POSITIVE,Crossfield et al. 2016,1,0,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,24.9922,,36,3.2,,,,,,,,,,,,,,,2456908.031,BJD,0,,,5.208,,0.28,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6040,1.2,,,,,4.32,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547,22.02036,0.64872,6.0857,248.09277,6.8210318,-6.51442,-2.02208,547.751,,13.373,12.53,10.79,10.517,10.361,,,,,,10.259,10.24,10.361,8.898,12.2798,,11.7041,12.514,7/18/2016,2016-09,7/18/2016,0,2,1,0,0,0,0,0
397,EPIC 205938820.01,EPIC 205938820,,,EPIC 205938820,EPIC 205938820.01,,,TIC 12822755,Gaia DR2 2595042089469281280,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.20773,,1.47,0.131,,,,,,,,,,,,,,,2456979.254,BJD,0,,0.0277,2.232,12.6,0.0161,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.83,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h31m57.53s,337.9897117,-16d44m43.11s,-16.7453086,-56.16116,43.46838,-6.98379,333.43638,36.8908997,35.8402,8.74177,326.358,3.03583,13.496,13.038,11.595,11.272,11.218,,,,,,11.185,11.225,10.988,8.954001,12.6882,,12.2386,12.701,9/5/2019,2019-09,9/5/2019,0,3,1,0,0,0,0,0
398,EPIC 205939498.01,EPIC 205939498,,,EPIC 205939498,EPIC 205939498.01,,,TIC 402313506,Gaia DR2 2594890532959263104,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.1761477,,19.3,1.72,,,,,,,,,,,,,,,2456977.442,BJD,0,,0.136,1.3056,2.87,0.074,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,2.38,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h38m20.38s,339.584902,-16d43m19.33s,-16.7220361,-57.54461,44.65425,-7.53325,334.87349,18.5872931,18.4389,-2.34402,515.081,1.91381,11.81,11.206,10.313,10.064,9.997,,,,,,9.964,10.012,9.926,8.28,11.2189,,10.8332,11.137,9/5/2019,2019-09,9/5/2019,0,3,1,0,0,0,0,0
